AETHALOMETER
Serial number = AE33-C06-00589
Application version = 1.4.2.0
Number of channels = 7

Date(yyyy/MM/dd); Time(hh:mm:ss); Timebase; RefCh1; Sen1Ch1; Sen2Ch1; RefCh2; Sen1Ch2; Sen2Ch2; RefCh3; Sen1Ch3; Sen2Ch3; RefCh4; Sen1Ch4; Sen2Ch4; RefCh5; Sen1Ch5; Sen2Ch5; RefCh6; Sen1Ch6; Sen2Ch6; RefCh7; Sen1Ch7; Sen2Ch7; Flow1; Flow2; FlowC; Pressure(Pa); Temperature(°C); BB(%); ContTemp; SupplyTemp; Status; ContStatus; DetectStatus; LedStatus; ValveStatus; LedTemp; BC11; BC12; BC1; BC21; BC22; BC2; BC31; BC32; BC3; BC41; BC42; BC4; BC51; BC52; BC5; BC61; BC62; BC6; BC71; BC72; BC7; K1; K2; K3; K4; K5; K6; K7; TapeAdvCount;
2018/01/15 04:43:00 60 936955 356972 577358 898026 424550 621308 891419 469759 679129 906303 526884 737464 854430 578892 769853 669609 647727 807708 717018 637660 817991 3544 1460 5004 101325 21.11 27.0 26 41 0 0 10 10 00000 26 281 491 627 313 415 523 283 399 433 306 446 440 322 412 440 330 405 400 347 440 411 0.006376232 0.006198092 0.006186845 0.006200897 0.006303773 0.005433451 0.005142742 133
2018/01/15 04:44:00 60 936971 356853 577214 898085 424441 621221 891451 469635 679037 906337 526759 737379 854470 578789 769794 669640 647632 807658 717107 637625 818013 3544 1460 5004 101325 21.11 25.4 26 41 0 0 10 10 00000 26 275 507 614 321 497 537 330 458 505 343 463 494 314 419 429 359 489 436 360 475 427 0.006376116 0.006197758 0.006185405 0.006199296 0.006302023 0.005434787 0.005143153 133
2018/01/15 04:45:00 60 936980 356722 577064 898083 424307 621089 891439 469488 678903 906323 526606 737248 854452 578635 769669 669619 647489 807557 717112 637511 817938 3544 1460 5004 101325 21.11 17.6 26 41 0 0 10 10 00000 26 295 513 660 312 508 522 330 492 505 344 492 494 343 480 468 353 424 428 374 482 443 0.006375641 0.006198138 0.006185333 0.00619912 0.006301963 0.005430757 0.005142833 133
2018/01/15 04:46:00 60 936972 356590 576894 898070 424156 620959 891451 469343 678784 906275 526438 737093 854465 578507 769574 669604 647355 807465 717140 637424 817895 3544 1460 5004 101325 21.11 35.3 26 41 0 0 10 10 00000 26 283 544 634 340 471 569 355 505 543 333 477 478 331 470 452 344 414 417 353 448 418 0.006375869 0.006196371 0.006184475 0.006198857 0.006302175 0.005426779 0.005141246 133
2018/01/15 04:47:00 60 937008 356468 576763 898087 424020 620834 891447 469215 678666 906269 526297 736973 854449 578357 769460 669637 647262 807418 717116 637286 817788 3544 1460 5004 101325 21.11 29.2 26 41 0 0 10 10 00000 26 298 505 668 338 532 566 295 453 452 326 474 470 336 439 460 359 486 436 368 476 436 0.006375229 0.00619644 0.006184655 0.006198829 0.006300174 0.005427977 0.005140783 133
2018/01/15 04:48:00 60 936983 356340 576608 898040 423864 620684 891432 469071 678538 906249 526157 736856 854410 578199 769326 669649 647156 807350 717104 637171 817703 3544 1460 5004 101325 21.11 34.2 26 40 0 0 10 10 00000 26 260 460 583 314 457 526 320 459 489 305 415 439 318 436 435 338 462 411 330 426 390 0.006374775 0.006195249 0.006183788 0.006197212 0.00629921 0.005428941 0.0051398 133
2018/01/15 04:49:00 60 936952 356200 576440 898035 423731 620557 891408 468927 678414 906234 526007 736730 854411 578072 769229 669593 646983 807196 717063 637016 817565 3544 1460 5004 101325 21.11 15.6 26 41 0 0 10 10 00000 26 282 491 632 307 481 514 308 417 472 336 469 483 309 432 422 342 484 415 375 545 444 0.006374299 0.006195059 0.006181914 0.006196419 0.006298719 0.005431674 0.005145736 133
2018/01/15 04:50:00 60 937050 356124 576362 898147 423662 620516 891471 468832 678346 906343 525948 736724 854487 578003 769199 669689 646961 807231 717191 637026 817645 3544 1460 5004 101325 21.11 23.1 26 38 0 0 10 10 00000 26 249 456 559 286 461 480 301 457 461 290 390 418 291 434 398 330 452 401 328 394 388 0.006374042 0.006195044 0.006181873 0.006194451 0.006299597 0.005432652 0.005141688 133
2018/01/15 04:51:00 60 936866 355932 576106 897927 423428 620250 891348 468641 678151 906188 525728 736475 854346 577774 768979 669462 646636 806891 716919 636680 817270 3543 1461 5004 101325 21.11 30.7 26 39 0 0 10 10 00000 26 269 471 603 306 444 513 297 399 455 309 506 445 323 410 442 304 372 370 330 388 391 0.006373558 0.006193795 0.006179879 0.006196893 0.006296728 0.005428834 0.005136832 133
2018/01/15 04:52:00 60 936877 355815 575967 897974 423317 620165 891377 468525 678047 906239 525623 736410 854369 577671 768903 669511 646562 806867 716971 636614 817242 3543 1461 5004 101325 21.11 24.4 26 40 0 0 10 10 00000 26 267 481 599 313 457 525 309 497 473 320 438 461 287 426 393 350 465 424 355 521 420 0.006373253 0.006192656 0.006180993 0.006195504 0.006297419 0.00542909 0.005142407 133
2018/01/15 04:53:00 60 936895 355698 575826 897995 423190 620058 891388 468395 677942 906282 525500 736339 854414 577560 768846 669550 646481 806841 717016 636544 817217 3543 1461 5004 101325 21.11 30.5 26 40 0 0 10 10 00000 26 273 502 612 322 473 540 319 447 489 352 436 507 342 430 468 342 409 415 348 456 412 0.006373121 0.006191649 0.006179712 0.006192216 0.006294406 0.005424883 0.005142463 133
2018/01/15 04:54:00 60 936926 355569 575672 898027 423052 619930 891409 468252 677825 906296 525371 736230 854412 577404 768729 669579 646371 806781 717063 636457 817191 3542 1462 5004 101325 21.11 24.8 26 40 0 0 10 10 00000 26 310 571 697 360 584 604 362 524 555 326 495 470 375 508 513 398 531 483 407 475 483 0.006373139 0.006192328 0.006179291 0.006193235 0.006293776 0.005426391 0.005137732 133
2018/01/15 04:55:00 60 936909 355421 575500 898000 422894 619773 891390 468103 677683 906244 525189 736064 854403 577256 768607 669547 646217 806659 717013 636296 817049 3543 1461 5004 101325 21.11 30.7 26 40 0 0 10 10 00000 26 312 533 701 342 539 574 327 503 501 361 510 521 344 502 471 355 467 431 369 508 437 0.00637261 0.006192474 0.006179855 0.006192917 0.006295118 0.005426318 0.00514062 133
2018/01/15 04:56:00 60 936940 355296 575352 898021 422765 619666 891421 467969 677588 906263 525049 735963 854411 577114 768509 669552 646090 806571 717010 636173 816970 3544 1460 5004 101325 21.11 21.3 26 40 0 0 10 10 00000 26 301 552 678 327 474 549 354 468 542 359 480 518 357 464 489 380 527 461 381 452 451 0.006372583 0.006191401 0.006177805 0.006191353 0.006293211 0.005429185 0.005136769 133
2018/01/15 04:57:00 60 936952 355168 575193 898055 422625 619544 891431 467825 677458 906322 524931 735882 854451 576986 768416 669614 646002 806550 717089 636114 816963 3542 1462 5004 101325 21.11 26.9 26 40 0 0 10 10 00000 26 293 549 658 367 566 617 351 542 539 362 531 522 376 569 515 426 535 518 409 579 485 0.006372685 0.006191264 0.006178589 0.006191898 0.006296127 0.00542821 0.005142473 133
2018/01/15 04:58:00 60 936893 355033 575009 898029 422484 619418 891396 467675 677319 906308 524797 735768 854387 576824 768277 669554 645831 806404 717050 635957 816838 3539 1465 5004 101325 21.11 10.7 26 41 0 0 10 10 00000 26 249 487 560 304 420 510 310 442 476 300 422 433 288 359 395 327 412 397 388 480 460 0.006372818 0.00618935 0.006177437 0.006190782 0.006292525 0.005425689 0.00514043 133
2018/01/15 04:59:00 60 936978 354955 574935 898109 422402 619357 891453 467588 677263 906387 524707 735723 854495 576765 768271 669672 645832 806470 717172 635975 816915 3536 1468 5004 101325 21.11 39.1 26 41 0 0 10 10 00000 26 244 415 549 282 451 475 276 390 423 324 447 467 320 453 439 326 424 396 286 369 339 0.006372012 0.006189027 0.006175874 0.006189355 0.006292157 0.005424205 0.005137933 133
2018/01/15 05:00:00 60 936968 354832 574797 898075 422256 619210 891439 467454 677136 906341 524562 735585 854472 576634 768165 669625 645692 806347 717138 635846 816817 3535 1469 5004 101325 21.11 38.1 26 41 0 0 10 10 00000 26 264 434 594 307 479 516 299 457 459 283 413 408 281 375 384 274 370 333 314 352 372 0.006371025 0.006188586 0.006175746 0.006188717 0.006289934 0.005422787 0.005130693 133
2018/01/15 05:01:00 60 936974 354713 574654 898093 422139 619122 891431 467321 677032 906303 524408 735453 854456 576495 768056 669634 645584 806284 717132 635734 816738 3537 1467 5004 101325 21.11 23.7 26 41 0 0 10 10 00000 26 268 483 604 296 390 498 304 385 467 315 415 454 311 416 427 337 412 410 338 430 401 0.006370668 0.00618613 0.006172734 0.006186408 0.006288092 0.005419118 0.005128658 133
2018/01/15 05:02:00 60 936995 354596 574520 898055 421989 618970 891427 467190 676910 906301 524277 735352 854459 576373 767956 669650 645481 806222 717178 635673 816706 3537 1467 5004 101325 21.11 36.4 26 41 0 0 10 10 00000 26 277 484 623 312 489 525 304 467 467 310 408 447 301 452 413 342 454 416 323 502 383 0.00637015 0.006185852 0.006172869 0.006184102 0.006289138 0.005418833 0.005135633 133
2018/01/15 05:03:00 60 936989 354472 574367 898059 421859 618860 891411 467050 676790 906290 524139 735228 854471 576248 767871 669620 645342 806109 717145 635533 816598 3537 1467 5004 101325 21.11 25.3 26 40 0 0 10 10 00000 26 270 492 608 312 438 524 311 424 477 314 472 453 324 421 443 318 429 387 351 419 417 0.006369897 0.006184161 0.006171018 0.006184558 0.00628681 0.005418704 0.005131356 133
2018/01/15 05:04:00 60 936959 354332 574200 898034 421709 618706 891409 466910 676679 906251 523978 735084 854433 576079 767730 669591 645189 805992 717072 635343 816438 3537 1467 5004 101325 21.11 16.3 26 40 0 0 10 10 00000 26 285 490 643 327 531 550 328 430 504 331 461 477 349 470 478 362 458 439 398 458 472 0.006369287 0.006184542 0.006168625 0.006183569 0.006285597 0.005416822 0.00512583 133
2018/01/15 05:05:00 60 936971 354198 574042 898048 421573 618583 891418 466770 676554 906236 523829 734967 854432 575933 767621 669569 645035 805881 717097 635242 816376 3535 1469 5004 101325 21.11 22.0 26 41 0 0 10 10 00000 26 307 544 693 337 515 568 342 518 526 336 430 484 354 475 485 384 471 467 391 538 464 0.006368944 0.006184068 0.006168821 0.006180832 0.006284336 0.005413868 0.005128944 133
2018/01/15 05:06:00 60 936989 354075 573902 898107 421452 618490 891433 466625 676428 906312 523714 734902 854472 575818 767547 669631 644962 805866 717126 635149 816339 3532 1472 5004 101325 21.11 31.9 26 41 0 0 10 10 00000 27 288 496 651 352 518 593 362 538 556 380 518 549 346 482 474 384 499 467 377 416 448 0.006368303 0.00618299 0.006168749 0.006179478 0.006283879 0.005413169 0.005121246 133
2018/01/15 05:07:00 60 936914 353917 573714 898019 421275 618312 891377 466469 676285 906194 523510 734688 854350 575613 767349 669522 644744 805667 717001 634923 816118 3532 1472 5004 101325 21.11 24.0 26 39 0 0 10 10 00000 26 288 467 650 322 455 541 300 394 461 325 484 469 299 388 410 328 377 398 367 467 435 0.006367253 0.006181352 0.006166234 0.006179754 0.006281104 0.005407078 0.005119653 133
2018/01/15 05:08:00 60 936888 353780 573534 897991 421130 618176 891359 466317 676144 906139 523342 734536 854308 575446 767207 669528 644628 805594 716955 634787 816010 3531 1473 5004 101325 21.11 45.6 26 39 0 0 10 10 00000 26 283 539 639 313 452 527 338 499 519 326 440 471 338 457 464 353 446 429 303 330 359 0.006367321 0.006179946 0.006165794 0.006177845 0.006279664 0.005404666 0.005111208 133
2018/01/15 05:09:00 60 936891 353652 573390 897971 420974 618029 891357 466174 676020 906168 523220 734451 854342 575329 767127 669506 644481 805477 716949 634661 815912 3531 1473 5004 101325 21.11 28.0 26 39 0 0 10 10 00000 26 287 479 649 348 516 586 336 480 517 333 444 480 341 485 468 365 504 443 384 541 455 0.006366457 0.006178984 0.006164734 0.006175781 0.006279696 0.005406422 0.005115241 133
2018/01/15 05:10:00 60 936963 353550 573275 898027 420866 617945 891368 466042 675915 906262 523133 734413 854423 575242 767105 669586 644445 805502 717039 634622 815930 3531 1473 5004 101325 21.11 19.4 26 40 0 0 10 10 00000 26 287 523 650 319 475 537 327 444 502 339 467 489 345 415 474 328 396 398 378 501 448 0.006366207 0.00617801 0.006162807 0.006174464 0.006275291 0.005401988 0.00511588 133
2018/01/15 05:11:00 60 936909 353404 573102 898014 420723 617817 891361 465902 675807 906174 522943 734245 854393 575099 766979 669570 644306 805407 717040 634507 815861 3531 1473 5004 101325 21.11 24.7 26 40 0 0 10 10 00000 26 279 460 632 325 461 547 323 403 497 334 396 482 300 434 411 359 421 436 369 416 437 0.006365241 0.006176407 0.006159455 0.006170096 0.006275298 0.005396847 0.005109164 133
2018/01/15 05:12:00 60 936896 353277 572944 898029 420592 617703 891385 465777 675701 906201 522829 734158 854364 574934 766856 669567 644181 805312 717012 634367 815753 3531 1473 5004 101325 21.11 26.4 26 40 0 0 10 10 00000 26 272 494 615 328 482 552 326 487 502 311 446 449 355 425 487 354 508 431 367 452 435 0.006364917 0.00617524 0.006159133 0.006169373 0.006270802 0.005400094 0.005106115 133
2018/01/15 05:13:00 60 936952 353177 572837 898062 420483 617611 891408 465668 675612 906240 522719 734083 854398 574842 766797 669608 644111 805282 717099 634351 815785 3531 1473 5004 101325 21.11 41.1 26 40 0 0 10 10 00000 27 270 465 610 296 445 498 287 417 442 318 436 459 280 393 385 318 441 386 296 398 351 0.006364238 0.00617429 0.00615812 0.006167827 0.006269646 0.005400843 0.005105301 133
2018/01/15 05:14:00 60 936948 353062 572699 898057 420363 617504 891391 465531 675488 906233 522595 733975 854376 574706 766675 669564 643961 805167 717078 634230 815688 3531 1473 5004 101325 21.11 21.4 26 41 0 0 10 10 00000 26 253 446 572 280 402 471 304 436 468 288 419 416 296 449 406 312 346 380 326 434 387 0.006363659 0.006172711 0.006156914 0.006167169 0.006270764 0.005393487 0.005104973 133
2018/01/15 05:15:00 60 936952 352945 572562 898091 420251 617416 891384 465412 675382 906296 522498 733914 854395 574597 766609 669629 643915 805165 717102 634153 815652 3531 1473 5004 101325 21.11 37.4 26 41 0 0 10 10 00000 26 264 459 598 304 432 512 274 395 421 320 459 462 297 364 408 315 446 383 313 376 371 0.006363026 0.006171075 0.006155711 0.006166551 0.006266746 0.005395019 0.005100139 133
2018/01/15 05:16:00 60 936935 352821 572412 898068 420112 617282 891384 465279 675270 906192 522316 733742 854362 574452 766490 669576 643756 805038 717063 634022 815549 3531 1473 5004 101325 21.11 40.2 26 41 0 0 10 10 00000 26 262 460 594 305 458 514 316 439 486 293 360 423 300 392 412 314 352 381 307 348 365 0.00636245 0.006170155 0.006154111 0.006162863 0.006264218 0.005388188 0.005093222 133
2018/01/15 05:17:00 60 936975 352723 572306 898081 419997 617174 891403 465172 675184 906244 522218 733681 854414 574352 766437 669582 643655 804973 717136 633982 815560 3531 1473 5004 101325 21.11 22.5 26 41 0 0 10 10 00000 26 252 430 571 288 454 486 278 394 427 307 423 444 330 437 452 310 402 377 333 428 395 0.006361663 0.006169716 0.00615266 0.006161257 0.006262289 0.005386253 0.005091502 133
2018/01/15 05:18:00 60 936937 352581 572129 898046 419849 617030 891390 465028 675059 906174 522043 733510 854357 574183 766292 669557 643517 804864 717087 633828 815424 3531 1473 5004 101325 21.11 25.8 26 41 0 0 10 10 00000 26 285 507 646 313 465 528 326 452 502 324 469 467 319 412 438 331 439 402 353 477 418 0.006361266 0.006168743 0.006151108 0.00616095 0.006259648 0.00538559 0.005092702 133
2018/01/15 05:19:00 60 936979 352469 572005 898061 419716 616920 891402 464906 674954 906182 521914 733408 854385 574075 766214 669611 643447 804856 717120 633745 815376 3531 1473 5004 101325 21.11 31.9 26 40 0 0 10 10 00000 26 285 493 647 333 467 562 305 448 469 321 445 464 310 453 425 354 406 430 357 508 424 0.006360667 0.006167044 0.006150474 0.006159715 0.006260091 0.005379656 0.005096358 133
2018/01/15 05:20:00 60 936893 352316 571800 898005 419558 616765 891356 464744 674804 906129 521749 733257 854341 573914 766082 669543 643263 804687 717038 633555 815223 3531 1473 5004 101325 21.11 18.8 26 40 0 0 10 10 00000 26 269 503 611 314 452 530 328 452 505 323 443 467 321 406 441 345 486 419 375 355 444 0.006360549 0.00616565 0.006148806 0.006158229 0.006256954 0.005381905 0.005083199 133
2018/01/15 05:21:00 60 936998 352236 571728 898116 419483 616728 891438 464660 674755 906281 521711 733273 854454 573861 766088 669647 643245 804727 717183 633596 815313 3531 1473 5004 101325 21.11 53.6 25 41 0 0 10 10 00000 26 267 449 606 302 440 510 301 436 464 302 439 436 315 419 433 343 473 417 278 445 329 0.006359734 0.006164356 0.00614786 0.006157807 0.006255036 0.005383297 0.005089032 133
2018/01/15 05:22:00 60 937037 352127 571614 898128 419364 616609 891439 464539 674650 906292 521583 733180 854498 573767 766022 669693 643172 804711 717222 633515 815284 3531 1473 5004 101325 21.11 14.5 26 41 0 0 10 10 00000 26 276 454 627 297 494 501 289 415 445 323 418 467 302 463 415 341 397 414 368 436 437 0.006358797 0.006164803 0.00614676 0.006155185 0.006256659 0.005377965 0.005084625 133
2018/01/15 05:23:00 60 937049 352007 571473 898153 419237 616506 891476 464411 674552 906332 521475 733104 854523 573649 765939 669719 643085 804663 717251 633430 815241 3531 1473 5004 101325 21.11 32.7 26 41 0 0 10 10 00000 26 278 489 632 330 467 558 351 495 540 315 444 455 330 463 453 325 441 396 353 451 418 0.006358307 0.006163212 0.006145674 0.00615428 0.006256375 0.005378264 0.005083156 133
2018/01/15 05:24:00 60 937048 351884 571313 898140 419103 616376 891452 464271 674423 906262 521289 732924 854473 573485 765801 669702 642957 804575 717208 633279 815109 3531 1473 5004 101325 21.11 20.0 26 41 0 0 10 10 00000 26 274 526 623 305 470 515 303 435 467 351 506 507 319 409 438 325 376 395 361 494 428 0.006358423 0.006162699 0.006144637 0.006154241 0.006253632 0.005372574 0.005085288 133
2018/01/15 05:25:00 60 937051 351772 571176 898129 418971 616251 891445 464144 674314 906246 521159 732823 854488 573374 765728 669679 642826 804477 717220 633185 815061 3531 1473 5004 101325 21.11 28.5 26 41 0 0 10 10 00000 26 253 458 575 302 456 511 294 407 452 291 361 420 296 380 407 317 392 385 334 366 396 0.006358047 0.006161836 0.006142985 0.006150817 0.006250734 0.005369252 0.005077664 133
2018/01/15 05:26:00 60 937021 351633 571016 898104 418821 616122 891426 463996 674178 906182 520996 732671 854445 573210 765582 669641 642675 804351 717200 633061 814961 3531 1473 5004 101325 21.11 37.7 26 41 0 0 10 10 00000 26 286 468 650 330 435 557 329 478 507 304 411 439 331 472 454 333 448 405 339 459 403 0.006357111 0.006159421 0.006142362 0.00614908 0.00625094 0.005369329 0.005078658 133
2018/01/15 05:27:00 60 937027 351510 570872 898123 418698 616003 891436 463862 674062 906201 520861 732567 854465 573082 765496 669632 642541 804253 717198 632952 814877 3531 1473 5004 101325 21.11 30.3 25 41 0 0 10 10 00000 26 280 487 638 315 513 532 332 486 511 351 490 508 346 457 476 365 486 443 342 486 406 0.006356566 0.006159757 0.006141881 0.00614827 0.00624915 0.005369785 0.005081843 133
2018/01/15 05:28:00 60 937018 351382 570717 898102 418560 615864 891417 463732 673945 906190 520713 732440 854415 572921 765351 669622 642413 804162 717163 632814 814770 3531 1473 5004 101325 21.11 27.0 25 40 0 0 10 10 00000 26 279 494 635 306 484 517 286 403 441 341 485 494 312 440 429 344 440 419 342 400 406 0.006356139 0.006159628 0.006140514 0.006147785 0.006248856 0.005368152 0.005076719 133
2018/01/15 05:29:00 60 937037 351274 570589 898103 418431 615755 891431 463607 673839 906211 520603 732356 854409 572788 765250 669626 642296 804077 717160 632693 814683 3531 1473 5004 101325 21.11 16.2 26 41 0 0 10 10 00000 27 258 461 587 309 426 523 315 458 486 294 414 425 316 420 434 352 500 428 378 497 448 0.006355715 0.006157725 0.00613978 0.006146731 0.006247042 0.005371196 0.005077396 133
2018/01/15 05:30:00 60 937020 351161 570448 898100 418301 615645 891448 463486 673741 906220 520481 732262 854424 572682 765177 669632 642197 804024 717200 632627 814655 3531 1473 5004 101325 21.11 34.6 26 38 0 0 10 10 00000 27 239 432 544 307 420 519 310 436 477 306 416 443 284 380 391 305 336 371 323 436 384 0.006355287 0.006155676 0.006138442 0.006144998 0.006245044 0.005363975 0.00507798 133
2018/01/15 05:31:00 60 936866 350988 570217 897943 418105 615419 891324 463302 673547 906071 520274 732041 854309 572491 764981 669448 641912 803721 716927 632295 814285 3531 1473 5004 101325 21.11 42.8 26 39 0 0 10 10 00000 26 258 454 589 294 461 497 285 394 440 293 413 424 279 409 384 316 457 384 291 356 346 0.006354752 0.006155331 0.006136769 0.006143968 0.006245128 0.005366798 0.005073851 133
2018/01/15 05:32:00 60 936893 350888 570108 898022 418035 615381 891376 463203 673479 906123 520187 731988 854363 572408 764948 669511 641875 803742 717017 632274 814319 3531 1473 5004 101325 21.11 13.2 26 39 0 0 10 10 00000 26 247 415 563 255 359 432 301 422 464 282 390 408 292 358 402 284 305 345 321 406 381 0.006353924 0.006153611 0.006135379 0.006142498 0.006241298 0.005358883 0.005071758 133
2018/01/15 05:33:00 60 936906 350784 569991 898032 417916 615276 891345 463078 673370 906113 520057 731886 854362 572287 764850 669533 641790 803695 717049 632212 814299 3531 1473 5004 101325 21.11 45.2 26 40 0 0 10 10 00000 26 244 413 557 295 435 500 260 337 401 300 386 434 295 427 406 309 409 376 288 335 342 0.006353132 0.006152465 0.006132765 0.006139777 0.006241392 0.005358041 0.005065924 133
2018/01/15 05:34:00 60 936882 350648 569825 898003 417771 615133 891350 462953 673262 906126 519941 731800 854357 572158 764764 669534 641676 803615 717028 632078 814185 3531 1473 5004 101325 21.11 21.0 26 40 0 0 10 10 00000 26 285 501 650 314 479 532 305 440 470 298 396 431 308 359 424 335 453 407 369 536 438 0.006352694 0.006151918 0.006131945 0.006137765 0.006236621 0.0053586 0.005071498 133
2018/01/15 05:35:00 60 936920 350541 569709 898026 417654 615038 891373 462838 673162 906155 519823 731714 854391 572045 764691 669587 641601 803590 717073 632005 814160 3531 1473 5004 101325 21.11 20.5 25 40 0 0 10 10 00000 26 272 460 621 305 431 517 303 462 468 325 450 470 333 455 458 366 494 446 360 453 427 0.006351974 0.006150363 0.006132004 0.006136675 0.00623575 0.005359687 0.005069684 133
2018/01/15 05:36:00 60 936952 350449 569602 898057 417556 614954 891402 462735 673090 906191 519733 731647 854428 571960 764633 669637 641554 803593 717128 631963 814169 3531 1473 5004 101325 21.11 32.0 26 40 0 0 10 10 00000 27 233 418 533 269 410 455 282 370 435 267 395 387 269 401 370 277 318 336 289 318 343 0.006351495 0.006149522 0.006129551 0.006136253 0.006236109 0.005353876 0.005062427 133
2018/01/15 05:37:00 60 936986 350350 569491 898059 417445 614855 891424 462629 673007 906255 519649 731609 854438 571854 764565 669626 641443 803505 717143 631889 814125 3531 1473 5004 101325 21.11 36.3 26 41 0 0 10 10 00000 26 251 436 573 268 391 453 281 392 433 291 368 422 276 338 380 293 417 356 279 363 331 0.006350894 0.006148248 0.006128069 0.006133312 0.006232311 0.005355325 0.00506042 133
2018/01/15 05:38:00 60 936944 350226 569338 898028 417309 614726 891398 462495 672877 906224 519508 731481 854416 571724 764449 669574 641283 803369 717108 631752 814006 3531 1473 5004 101325 21.11 21.9 26 41 0 0 10 10 00000 26 243 422 556 291 420 493 288 435 444 297 423 431 283 424 389 321 410 391 339 472 403 0.006350263 0.006146893 0.006127799 0.006132505 0.006233131 0.005353553 0.005062797 133
2018/01/15 05:39:00 60 936990 350137 569241 898064 417211 614640 891392 462375 672776 906194 519377 731374 854414 571607 764364 669618 641232 803360 717110 631659 813949 3531 1473 5004 101325 21.11 28.8 26 41 0 0 10 10 00000 26 238 414 545 275 431 465 279 380 431 275 340 398 284 366 390 271 345 330 303 353 360 0.006349619 0.006146442 0.006125899 0.00612919 0.00623047 0.005350579 0.005057393 133
2018/01/15 05:40:00 60 936962 350013 569090 898028 417076 614513 891374 462259 672676 906154 519226 731236 854379 571463 764248 669563 641075 803226 717059 631522 813828 3531 1473 5004 101325 21.11 36.5 26 41 0 0 10 10 00000 26 255 444 583 283 399 480 255 340 394 309 435 448 296 373 407 304 379 370 295 375 350 0.006349046 0.00614483 0.006123743 0.006128278 0.006227377 0.005347612 0.005055165 133
2018/01/15 05:41:00 60 936980 349919 568975 898061 416966 614430 891404 462149 672590 906177 519123 731163 854383 571348 764164 669613 641018 803222 717136 631489 813845 3531 1473 5004 101325 21.11 32.2 26 41 0 0 10 10 00000 27 226 417 518 300 411 509 300 428 464 281 376 406 289 385 397 306 357 372 322 419 383 0.006348713 0.006142865 0.006122613 0.006126293 0.006225508 0.005342517 0.005054334 133
2018/01/15 05:42:00 60 936958 349796 568825 898082 416858 614335 891403 462029 672486 906141 518984 731036 854375 571227 764067 669614 640913 803141 717075 631339 813723 3531 1473 5004 101325 21.11 30.2 26 40 0 0 10 10 00000 26 258 453 590 282 426 478 286 407 441 286 403 414 284 395 391 309 459 376 308 314 366 0.006348206 0.006142075 0.006121462 0.006125268 0.006224598 0.005346243 0.00504457 133
2018/01/15 05:43:00 60 936963 349688 568690 898059 416739 614216 891368 461893 672365 906126 518858 730934 854385 571113 763982 669591 640788 803055 717107 631273 813685 3531 1473 5004 101325 21.11 22.6 26 40 0 0 10 10 00000 26 247 457 566 260 403 440 282 373 435 284 370 411 296 414 408 300 326 365 301 442 358 0.006347998 0.006141466 0.006119226 0.006122859 0.006223925 0.00533895 0.00504836 133
2018/01/15 05:44:00 60 937024 349593 568592 898062 416602 614097 891376 461771 672261 906140 518743 730842 854432 571022 763930 669623 640701 803009 717178 631221 813689 3531 1473 5004 101325 21.11 28.7 26 40 0 0 10 10 00000 26 265 448 606 332 472 562 302 434 466 297 425 431 301 414 414 343 471 417 366 456 435 0.006347278 0.006140069 0.006118339 0.006122243 0.006222987 0.005340407 0.005046307 133
2018/01/15 05:45:00 60 937059 349494 568481 898112 416506 614029 891415 461676 672187 906238 518677 730814 854484 570935 763886 669673 640644 802984 717239 631179 813690 3531 1473 5004 101325 21.11 32.7 25 41 0 0 10 10 00000 26 252 438 578 286 398 485 276 408 426 295 440 428 299 398 412 306 474 372 306 406 364 0.006346706 0.006138372 0.006117729 0.006122446 0.00622126 0.005345828 0.005046009 133
2018/01/15 05:46:00 60 937044 349385 568335 898090 416380 613891 891395 461533 672063 906189 518525 730670 854434 570782 763753 669648 640507 802889 717222 631055 813595 3531 1473 5004 101325 21.11 13.4 25 41 0 0 10 10 00000 26 233 454 533 278 480 471 318 429 491 300 430 435 294 389 404 330 363 402 349 451 414 0.006346765 0.006139179 0.006115863 0.006121873 0.006219295 0.005338991 0.005045617 133
2018/01/15 05:47:00 60 936954 349229 568143 898024 416222 613729 891332 461375 671902 906096 518340 730481 854329 570587 763568 669540 640298 802683 717091 630843 813390 3531 1473 5004 101325 21.11 40.3 26 39 0 0 10 10 00000 26 276 456 632 306 456 519 300 448 464 319 469 462 307 401 423 309 427 376 310 336 368 0.006345933 0.006138368 0.006115616 0.006122144 0.006217261 0.005340001 0.005037867 133
2018/01/15 05:48:00 60 936928 349098 567978 897991 416083 613593 891304 461240 671771 906069 518191 730360 854330 570459 763470 669507 640149 802570 717053 630707 813259 3531 1473 5004 101325 21.11 28.6 26 39 0 0 10 10 00000 26 273 495 627 297 443 504 289 433 446 323 408 469 316 436 436 343 410 417 328 523 390 0.006345708 0.006137539 0.006115403 0.006119364 0.00621658 0.005336204 0.005046613 133
2018/01/15 05:49:00 60 936939 348997 567864 898009 415970 613501 891315 461128 671680 906115 518108 730299 854354 570364 763404 669544 640085 802549 717052 630613 813205 3531 1473 5004 101325 21.11 38.8 26 39 0 0 10 10 00000 26 237 401 543 291 407 494 282 392 436 265 404 384 273 385 376 290 365 353 298 315 354 0.006344946 0.006135853 0.006113884 0.006119629 0.006215896 0.005333408 0.005038274 133
