Timestamp,BC6
2018-01-15 03:59:00,359
2018-01-15 04:00:00,358
2018-01-15 04:01:00,358
2018-01-15 04:02:00,359
2018-01-15 04:03:00,358
2018-01-15 04:04:00,357
2018-01-15 04:05:00,356
2018-01-15 04:06:00,357
2018-01-15 04:07:00,356
2018-01-15 04:08:00,354
2018-01-15 04:09:00,353
2018-01-15 04:10:00,352
2018-01-15 04:11:00,352
2018-01-15 04:12:00,351
2018-01-15 04:13:00,349
2018-01-15 04:14:00,350
2018-01-15 04:15:00,348
2018-01-15 04:16:00,348
2018-01-15 04:17:00,347
2018-01-15 04:18:00,348
2018-01-15 04:19:00,347
2018-01-15 04:20:00,346
2018-01-15 04:21:00,347
2018-01-15 04:22:00,346
2018-01-15 04:23:00,346
2018-01-15 04:24:00,345
2018-01-15 04:25:00,346
2018-01-15 04:26:00,345
2018-01-15 04:27:00,344
2018-01-15 04:28:00,344
2018-01-15 04:29:00,343
2018-01-15 04:30:00,341
2018-01-15 04:31:00,341
2018-01-15 04:32:00,340
2018-01-15 04:33:00,341
2018-01-15 04:34:00,341
2018-01-15 04:35:00,340
2018-01-15 04:36:00,340
2018-01-15 04:37:00,340
2018-01-15 04:38:00,339
2018-01-15 04:39:00,340
2018-01-15 04:40:00,342
2018-01-15 04:41:00,343
2018-01-15 04:42:00,343
2018-01-15 04:43:00,344
2018-01-15 04:44:00,345
2018-01-15 04:45:00,347
2018-01-15 04:46:00,348
2018-01-15 04:47:00,350
2018-01-15 04:48:00,351
2018-01-15 04:49:00,353
2018-01-15 04:50:00,354
2018-01-15 04:51:00,355
2018-01-15 04:52:00,356
2018-01-15 04:53:00,357
2018-01-15 04:54:00,359
2018-01-15 04:55:00,361
2018-01-15 04:56:00,363
2018-01-15 04:57:00,367
2018-01-15 04:58:00,367
2018-01-15 04:59:00,369
2018-01-15 05:00:00,368
2018-01-15 05:01:00,370
2018-01-15 05:02:00,371
2018-01-15 05:03:00,372
2018-01-15 05:04:00,374
2018-01-15 05:05:00,377
2018-01-15 05:06:00,378
2018-01-15 05:07:00,379
2018-01-15 05:08:00,381
2018-01-15 05:09:00,382
2018-01-15 05:10:00,383
2018-01-15 05:11:00,384
2018-01-15 05:12:00,386
2018-01-15 05:13:00,388
2018-01-15 05:14:00,388
2018-01-15 05:15:00,390
2018-01-15 05:16:00,390
2018-01-15 05:17:00,391
2018-01-15 05:18:00,392
2018-01-15 05:19:00,394
2018-01-15 05:20:00,395
2018-01-15 05:21:00,396
2018-01-15 05:22:00,397
2018-01-15 05:23:00,398
2018-01-15 05:24:00,399
2018-01-15 05:25:00,399
2018-01-15 05:26:00,401
2018-01-15 05:27:00,402
2018-01-15 05:28:00,404
2018-01-15 05:29:00,405
2018-01-15 05:30:00,406
2018-01-15 05:31:00,407
2018-01-15 05:32:00,407
2018-01-15 05:33:00,407
2018-01-15 05:34:00,408
2018-01-15 05:35:00,410
2018-01-15 05:36:00,409
2018-01-15 05:37:00,410
2018-01-15 05:38:00,410
2018-01-15 05:39:00,409
2018-01-15 05:40:00,408
2018-01-15 05:41:00,407
2018-01-15 05:42:00,406
2018-01-15 05:43:00,406
2018-01-15 05:44:00,405
2018-01-15 05:45:00,405
2018-01-15 05:46:00,404
2018-01-15 05:47:00,403
2018-01-15 05:48:00,403
2018-01-15 05:49:00,402
2018-01-15 05:50:00,402
2018-01-15 05:51:00,402
2018-01-15 05:52:00,401
2018-01-15 05:53:00,401
2018-01-15 05:54:00,399
2018-01-15 05:55:00,398
2018-01-15 05:56:00,397
2018-01-15 05:57:00,395
2018-01-15 05:58:00,394
2018-01-15 05:59:00,394
2018-01-15 06:00:00,395
2018-01-15 06:01:00,395
2018-01-15 06:02:00,394
2018-01-15 06:03:00,396
2018-01-15 06:04:00,398
2018-01-15 06:05:00,399
2018-01-15 06:06:00,399
2018-01-15 06:07:00,399
2018-01-15 06:08:00,401
2018-01-15 06:09:00,404
2018-01-15 06:10:00,405
2018-01-15 06:11:00,405
2018-01-15 06:12:00,405
2018-01-15 06:13:00,407
2018-01-15 06:14:00,408
2018-01-15 06:15:00,411
2018-01-15 06:16:00,413
2018-01-15 06:17:00,414
2018-01-15 06:18:00,413
2018-01-15 06:19:00,413
2018-01-15 06:20:00,412
2018-01-15 06:21:00,412
2018-01-15 06:22:00,412
2018-01-15 06:23:00,413
2018-01-15 06:24:00,413
2018-01-15 06:25:00,414
2018-01-15 06:26:00,414
2018-01-15 06:27:00,414
2018-01-15 06:28:00,414
2018-01-15 06:29:00,414
2018-01-15 06:30:00,416
2018-01-15 06:31:00,417
2018-01-15 06:32:00,417
2018-01-15 06:33:00,418
2018-01-15 06:34:00,420
2018-01-15 06:35:00,423
2018-01-15 06:36:00,427
2018-01-15 06:37:00,433
2018-01-15 06:38:00,436
2018-01-15 06:39:00,439
2018-01-15 06:40:00,441
2018-01-15 06:41:00,444
2018-01-15 06:42:00,445
2018-01-15 06:43:00,447
2018-01-15 06:44:00,448
2018-01-15 06:45:00,450
2018-01-15 06:46:00,451
2018-01-15 06:47:00,452
2018-01-15 06:48:00,452
2018-01-15 06:49:00,453
2018-01-15 06:50:00,454
2018-01-15 06:51:00,454
2018-01-15 06:52:00,454
2018-01-15 06:53:00,453
2018-01-15 06:54:00,455
2018-01-15 06:55:00,456
2018-01-15 06:56:00,456
2018-01-15 06:57:00,457
2018-01-15 06:58:00,458
2018-01-15 06:59:00,458
2018-01-15 07:00:00,459
2018-01-15 07:01:00,459
2018-01-15 07:02:00,460
2018-01-15 07:03:00,459
2018-01-15 07:04:00,457
2018-01-15 07:05:00,456
2018-01-15 07:06:00,455
2018-01-15 07:07:00,455
2018-01-15 07:08:00,454
2018-01-15 07:09:00,451
2018-01-15 07:10:00,452
2018-01-15 07:11:00,452
2018-01-15 07:12:00,453
2018-01-15 07:13:00,453
2018-01-15 07:14:00,453
2018-01-15 07:15:00,451
2018-01-15 07:16:00,451
2018-01-15 07:17:00,450
2018-01-15 07:18:00,452
2018-01-15 07:19:00,452
2018-01-15 07:20:00,455
2018-01-15 07:21:00,456
2018-01-15 07:22:00,457
2018-01-15 07:23:00,457
2018-01-15 07:24:00,459
2018-01-15 07:25:00,460
2018-01-15 07:26:00,463
2018-01-15 07:27:00,465
2018-01-15 07:28:00,465
2018-01-15 07:29:00,467
2018-01-15 07:30:00,467
2018-01-15 07:31:00,467
2018-01-15 07:32:00,469
2018-01-15 07:33:00,470
2018-01-15 07:34:00,470
2018-01-15 07:35:00,468
2018-01-15 07:36:00,467
2018-01-15 07:37:00,464
2018-01-15 07:38:00,463
2018-01-15 07:39:00,463
2018-01-15 07:40:00,461
2018-01-15 07:41:00,461
2018-01-15 07:42:00,462
2018-01-15 07:43:00,463
2018-01-15 07:44:00,463
2018-01-15 07:45:00,463
2018-01-15 07:46:00,464
2018-01-15 07:47:00,464
2018-01-15 07:48:00,466
2018-01-15 07:49:00,467
2018-01-15 07:50:00,469
2018-01-15 07:51:00,471
2018-01-15 07:52:00,475
2018-01-15 07:53:00,477
2018-01-15 07:54:00,478
2018-01-15 07:55:00,478
2018-01-15 07:56:00,480
2018-01-15 07:57:00,482
2018-01-15 07:58:00,483
2018-01-15 07:59:00,488
2018-01-15 08:00:00,493
2018-01-15 08:01:00,499
2018-01-15 08:02:00,503
2018-01-15 08:03:00,505
2018-01-15 08:04:00,508
2018-01-15 08:05:00,510
2018-01-15 08:06:00,512
2018-01-15 08:07:00,514
2018-01-15 08:08:00,516
2018-01-15 08:09:00,519
2018-01-15 08:10:00,520
2018-01-15 08:11:00,521
2018-01-15 08:12:00,522
2018-01-15 08:13:00,524
2018-01-15 08:14:00,525
2018-01-15 08:15:00,529
2018-01-15 08:16:00,530
2018-01-15 08:17:00,534
2018-01-15 08:18:00,537
2018-01-15 08:19:00,540
2018-01-15 08:20:00,541
2018-01-15 08:21:00,545
2018-01-15 08:22:00,551
2018-01-15 08:23:00,556
2018-01-15 08:24:00,559
2018-01-15 08:25:00,561
2018-01-15 08:26:00,564
2018-01-15 08:27:00,567
2018-01-15 08:28:00,569
2018-01-15 08:29:00,572
2018-01-15 08:30:00,577
2018-01-15 08:31:00,583
2018-01-15 08:32:00,587
2018-01-15 08:33:00,592
2018-01-15 08:34:00,596
2018-01-15 08:35:00,601
2018-01-15 08:36:00,605
2018-01-15 08:37:00,610
2018-01-15 08:38:00,616
2018-01-15 08:39:00,623
2018-01-15 08:40:00,630
2018-01-15 08:41:00,638
2018-01-15 08:42:00,644
2018-01-15 08:43:00,649
2018-01-15 08:44:00,657
2018-01-15 08:45:00,669
2018-01-15 08:46:00,683
2018-01-15 08:47:00,696
2018-01-15 08:48:00,706
2018-01-15 08:49:00,714
2018-01-15 08:50:00,719
2018-01-15 08:51:00,724
2018-01-15 08:52:00,726
2018-01-15 08:53:00,731
2018-01-15 08:54:00,737
2018-01-15 08:55:00,745
2018-01-15 08:56:00,750
2018-01-15 08:57:00,756
2018-01-15 08:58:00,760
2018-01-15 08:59:00,763
2018-01-15 09:00:00,763
2018-01-15 09:01:00,761
2018-01-15 09:02:00,763
2018-01-15 09:03:00,766
2018-01-15 09:04:00,769
2018-01-15 09:05:00,772
2018-01-15 09:06:00,777
2018-01-15 09:07:00,780
2018-01-15 09:08:00,783
2018-01-15 09:09:00,787
2018-01-15 09:10:00,790
2018-01-15 09:11:00,794
2018-01-15 09:12:00,798
2018-01-15 09:13:00,800
2018-01-15 09:14:00,803
2018-01-15 09:15:00,804
2018-01-15 09:16:00,806
2018-01-15 09:17:00,807
2018-01-15 09:18:00,806
2018-01-15 09:19:00,806
2018-01-15 09:20:00,807
2018-01-15 09:21:00,806
2018-01-15 09:22:00,805
2018-01-15 09:23:00,804
2018-01-15 09:24:00,803
2018-01-15 09:25:00,803
2018-01-15 09:26:00,802
2018-01-15 09:27:00,801
2018-01-15 09:28:00,802
2018-01-15 09:29:00,801
2018-01-15 09:30:00,801
2018-01-15 09:31:00,799
2018-01-15 09:32:00,798
2018-01-15 09:33:00,796
2018-01-15 09:34:00,796
2018-01-15 09:35:00,794
2018-01-15 09:36:00,795
2018-01-15 09:37:00,794
2018-01-15 09:38:00,793
2018-01-15 09:39:00,790
2018-01-15 09:40:00,788
2018-01-15 09:41:00,785
2018-01-15 09:42:00,785
2018-01-15 09:43:00,785
2018-01-15 09:44:00,782
2018-01-15 09:45:00,776
2018-01-15 09:46:00,768
2018-01-15 09:47:00,762
2018-01-15 09:48:00,758
2018-01-15 09:49:00,756
2018-01-15 09:50:00,756
2018-01-15 09:51:00,760
2018-01-15 09:52:00,764
2018-01-15 09:53:00,768
2018-01-15 09:54:00,769
2018-01-15 09:55:00,770
2018-01-15 09:56:00,770
2018-01-15 09:57:00,770
2018-01-15 09:58:00,770
2018-01-15 09:59:00,770
2018-01-15 10:00:00,773
2018-01-15 10:01:00,776
2018-01-15 10:02:00,777
2018-01-15 10:03:00,780
2018-01-15 10:04:00,781
2018-01-15 10:05:00,783
2018-01-15 10:06:00,783
2018-01-15 10:07:00,787
2018-01-15 10:08:00,789
2018-01-15 10:09:00,792
2018-01-15 10:10:00,795
2018-01-15 10:11:00,801
2018-01-15 10:12:00,806
2018-01-15 10:13:00,811
2018-01-15 10:14:00,815
2018-01-15 10:15:00,820
2018-01-15 10:16:00,823
2018-01-15 10:17:00,825
2018-01-15 10:18:00,839
2018-01-15 10:19:00,850
2018-01-15 10:20:00,856
2018-01-15 10:21:00,863
2018-01-15 10:22:00,869
2018-01-15 10:23:00,875
2018-01-15 10:24:00,881
2018-01-15 10:25:00,885
2018-01-15 10:26:00,888
2018-01-15 10:27:00,892
2018-01-15 10:28:00,896
2018-01-15 10:29:00,900
2018-01-15 10:30:00,905
2018-01-15 10:31:00,910
2018-01-15 10:32:00,917
2018-01-15 10:33:00,923
2018-01-15 10:34:00,927
2018-01-15 10:35:00,931
2018-01-15 10:36:00,934
2018-01-15 10:37:00,936
2018-01-15 10:38:00,939
2018-01-15 10:39:00,944
2018-01-15 10:40:00,948
2018-01-15 10:41:00,952
2018-01-15 10:42:00,955
2018-01-15 10:43:00,960
2018-01-15 10:44:00,962
2018-01-15 10:45:00,963
2018-01-15 10:46:00,966
2018-01-15 10:47:00,967
2018-01-15 10:48:00,967
2018-01-15 10:49:00,970
2018-01-15 10:50:00,970
2018-01-15 10:51:00,970
2018-01-15 10:52:00,970
2018-01-15 10:53:00,969
2018-01-15 10:54:00,970
2018-01-15 10:55:00,971
2018-01-15 10:56:00,973
2018-01-15 10:57:00,975
2018-01-15 10:58:00,979
2018-01-15 10:59:00,982
2018-01-15 11:00:00,984
2018-01-15 11:01:00,987
2018-01-15 11:02:00,989
2018-01-15 11:03:00,991
2018-01-15 11:04:00,994
2018-01-15 11:05:00,998
2018-01-15 11:06:00,1001
2018-01-15 11:07:00,1004
2018-01-15 11:08:00,1007
2018-01-15 11:09:00,1008
2018-01-15 11:10:00,1009
2018-01-15 11:11:00,1009
2018-01-15 11:12:00,1007
2018-01-15 11:13:00,1008
2018-01-15 11:14:00,1009
2018-01-15 11:15:00,1010
2018-01-15 11:16:00,1015
2018-01-15 11:17:00,1018
2018-01-15 11:18:00,1013
2018-01-15 11:19:00,1007
2018-01-15 11:20:00,1007
2018-01-15 11:21:00,1007
2018-01-15 11:22:00,1006
2018-01-15 11:23:00,1008
2018-01-15 11:24:00,1009
2018-01-15 11:25:00,1012
2018-01-15 11:26:00,1015
2018-01-15 11:27:00,1017
2018-01-15 11:28:00,1020
2018-01-15 11:29:00,1023
2018-01-15 11:30:00,1024
2018-01-15 11:31:00,1027
2018-01-15 11:32:00,1027
2018-01-15 11:33:00,1026
2018-01-15 11:34:00,1028
2018-01-15 11:35:00,1030
2018-01-15 11:36:00,1031
2018-01-15 11:37:00,1036
2018-01-15 11:38:00,1039
2018-01-15 11:39:00,1040
2018-01-15 11:40:00,1041
2018-01-15 11:41:00,1043
2018-01-15 11:42:00,1044
2018-01-15 11:43:00,1047
2018-01-15 11:44:00,1053
2018-01-15 11:45:00,1057
2018-01-15 11:46:00,1060
2018-01-15 11:47:00,1063
2018-01-15 11:48:00,1068
2018-01-15 11:49:00,1071
2018-01-15 11:50:00,1076
2018-01-15 11:51:00,1081
2018-01-15 11:52:00,1086
2018-01-15 11:53:00,1088
2018-01-15 11:54:00,1091
2018-01-15 11:55:00,1094
2018-01-15 11:56:00,1096
2018-01-15 11:57:00,1103
2018-01-15 11:58:00,1104
2018-01-15 11:59:00,1107
2018-01-15 12:00:00,1109
2018-01-15 12:01:00,1110
2018-01-15 12:02:00,1115
2018-01-15 12:03:00,1116
2018-01-15 12:04:00,1120
2018-01-15 12:05:00,1120
2018-01-15 12:06:00,1124
2018-01-15 12:07:00,1128
2018-01-15 12:08:00,1131
2018-01-15 12:09:00,1132
2018-01-15 12:10:00,1137
2018-01-15 12:11:00,1139
2018-01-15 12:12:00,1145
2018-01-15 12:13:00,1148
2018-01-15 12:14:00,1151
2018-01-15 12:15:00,1156
2018-01-15 12:16:00,1158
2018-01-15 12:17:00,1160
2018-01-15 12:18:00,1163
2018-01-15 12:19:00,1166
2018-01-15 12:20:00,1169
2018-01-15 12:21:00,1172
2018-01-15 12:22:00,1178
2018-01-15 12:23:00,1182
2018-01-15 12:24:00,1186
2018-01-15 12:25:00,1190
2018-01-15 12:26:00,1193
2018-01-15 12:27:00,1198
2018-01-15 12:28:00,1201
2018-01-15 12:29:00,1204
2018-01-15 12:30:00,1208
2018-01-15 12:31:00,1210
2018-01-15 12:32:00,1213
2018-01-15 12:33:00,1218
2018-01-15 12:34:00,1221
2018-01-15 12:35:00,1226
2018-01-15 12:36:00,1231
2018-01-15 12:37:00,1234
2018-01-15 12:38:00,1236
2018-01-15 12:39:00,1240
2018-01-15 12:40:00,1245
2018-01-15 12:41:00,1247
2018-01-15 12:42:00,1252
2018-01-15 12:43:00,1255
2018-01-15 12:44:00,1255
2018-01-15 12:45:00,1257
2018-01-15 12:46:00,1259
2018-01-15 12:47:00,1262
2018-01-15 12:48:00,1265
2018-01-15 12:49:00,1269
2018-01-15 12:50:00,1271
2018-01-15 12:51:00,1274
2018-01-15 12:52:00,1277
2018-01-15 12:53:00,1282
2018-01-15 12:54:00,1286
2018-01-15 12:55:00,1292
2018-01-15 12:56:00,1298
2018-01-15 12:57:00,1301
2018-01-15 12:58:00,1308
2018-01-15 12:59:00,1312
2018-01-15 13:00:00,1319
2018-01-15 13:01:00,1325
2018-01-15 13:02:00,1329
2018-01-15 13:03:00,1335
2018-01-15 13:04:00,1345
2018-01-15 13:05:00,1356
2018-01-15 13:06:00,1362
2018-01-15 13:07:00,1366
2018-01-15 13:08:00,1373
2018-01-15 13:09:00,1377
2018-01-15 13:10:00,1382
2018-01-15 13:11:00,1387
2018-01-15 13:12:00,1388
2018-01-15 13:13:00,1389
2018-01-15 13:14:00,1387
2018-01-15 13:15:00,1387
2018-01-15 13:16:00,1387
2018-01-15 13:17:00,1387
2018-01-15 13:18:00,1387
2018-01-15 13:19:00,1390
2018-01-15 13:20:00,1387
2018-01-15 13:21:00,1382
2018-01-15 13:22:00,1376
2018-01-15 13:23:00,1370
2018-01-15 13:24:00,1363
2018-01-15 13:25:00,1357
2018-01-15 13:26:00,1353
2018-01-15 13:27:00,1346
2018-01-15 13:28:00,1339
2018-01-15 13:29:00,1333
2018-01-15 13:30:00,1327
2018-01-15 13:31:00,1322
2018-01-15 13:32:00,1318
2018-01-15 13:33:00,1311
2018-01-15 13:34:00,1307
2018-01-15 13:35:00,1301
2018-01-15 13:36:00,1296
2018-01-15 13:37:00,1291
2018-01-15 13:38:00,1287
2018-01-15 13:39:00,1281
2018-01-15 13:40:00,1275
2018-01-15 13:41:00,1269
2018-01-15 13:42:00,1263
2018-01-15 13:43:00,1256
2018-01-15 13:44:00,1250
2018-01-15 13:45:00,1246
2018-01-15 13:46:00,1241
2018-01-15 13:47:00,1237
2018-01-15 13:48:00,1232
2018-01-15 13:49:00,1226
2018-01-15 13:50:00,1220
2018-01-15 13:51:00,1214
2018-01-15 13:52:00,1207
2018-01-15 13:53:00,1202
2018-01-15 13:54:00,1196
2018-01-15 13:55:00,1189
2018-01-15 13:56:00,1181
2018-01-15 13:57:00,1174
2018-01-15 13:58:00,1167
2018-01-15 13:59:00,1162
2018-01-15 14:00:00,1155
2018-01-15 14:01:00,1149
2018-01-15 14:02:00,1141
2018-01-15 14:03:00,1135
2018-01-15 14:04:00,1123
2018-01-15 14:05:00,1112
2018-01-15 14:06:00,1103
2018-01-15 14:07:00,1095
2018-01-15 14:08:00,1088
2018-01-15 14:09:00,1082
2018-01-15 14:10:00,1075
2018-01-15 14:11:00,1067
2018-01-15 14:12:00,1064
2018-01-15 14:13:00,1043
2018-01-15 14:14:00,1025
2018-01-15 14:15:00,1003
2018-01-15 14:16:00,982
2018-01-15 14:17:00,985
2018-01-15 14:18:00,988
2018-01-15 14:19:00,988
2018-01-15 14:20:00,993
2018-01-15 14:21:00,1001
2018-01-15 14:22:00,1008
2018-01-15 14:23:00,1016
2018-01-15 14:24:00,1023
2018-01-15 14:25:00,1032
2018-01-15 14:26:00,1040
2018-01-15 14:27:00,1049
2018-01-15 14:28:00,1059
2018-01-15 14:29:00,1071
2018-01-15 14:30:00,1081
2018-01-15 14:31:00,1089
2018-01-15 14:32:00,1097
2018-01-15 14:33:00,1106
2018-01-15 14:34:00,1113
2018-01-15 14:35:00,1120
2018-01-15 14:36:00,1127
2018-01-15 14:37:00,1135
2018-01-15 14:38:00,1143
2018-01-15 14:39:00,1151
2018-01-15 14:40:00,1161
2018-01-15 14:41:00,1173
2018-01-15 14:42:00,1184
2018-01-15 14:43:00,1199
2018-01-15 14:44:00,1212
2018-01-15 14:45:00,1223
2018-01-15 14:46:00,1233
2018-01-15 14:47:00,1247
2018-01-15 14:48:00,1257
2018-01-15 14:49:00,1265
2018-01-15 14:50:00,1272
2018-01-15 14:51:00,1283
2018-01-15 14:52:00,1290
2018-01-15 14:53:00,1298
2018-01-15 14:54:00,1306
2018-01-15 14:55:00,1314
2018-01-15 14:56:00,1322
2018-01-15 14:57:00,1328
2018-01-15 14:58:00,1336
2018-01-15 14:59:00,1344
2018-01-15 15:00:00,1352
2018-01-15 15:01:00,1361
2018-01-15 15:02:00,1371
2018-01-15 15:03:00,1378
2018-01-15 15:04:00,1385
2018-01-15 15:05:00,1393
2018-01-15 15:06:00,1401
2018-01-15 15:07:00,1410
2018-01-15 15:08:00,1414
2018-01-15 15:09:00,1420
2018-01-15 15:10:00,1427
2018-01-15 15:11:00,1436
2018-01-15 15:12:00,1443
2018-01-15 15:13:00,1470
2018-01-15 15:14:00,1497
2018-01-15 15:15:00,1522
2018-01-15 15:16:00,1550
2018-01-15 15:17:00,1553
2018-01-15 15:18:00,1557
2018-01-15 15:19:00,1563
2018-01-15 15:20:00,1566
2018-01-15 15:21:00,1568
2018-01-15 15:22:00,1571
2018-01-15 15:23:00,1575
2018-01-15 15:24:00,1579
2018-01-15 15:25:00,1577
2018-01-15 15:26:00,1577
2018-01-15 15:27:00,1577
2018-01-15 15:28:00,1575
2018-01-15 15:29:00,1573
2018-01-15 15:30:00,1573
2018-01-15 15:31:00,1576
2018-01-15 15:32:00,1579
2018-01-15 15:33:00,1583
2018-01-15 15:34:00,1587
2018-01-15 15:35:00,1589
2018-01-15 15:36:00,1595
2018-01-15 15:37:00,1602
2018-01-15 15:38:00,1603
2018-01-15 15:39:00,1606
2018-01-15 15:40:00,1607
2018-01-15 15:41:00,1608
2018-01-15 15:42:00,1607
2018-01-15 15:43:00,1603
2018-01-15 15:44:00,1601
2018-01-15 15:45:00,1603
2018-01-15 15:46:00,1606
2018-01-15 15:47:00,1604
2018-01-15 15:48:00,1605
2018-01-15 15:49:00,1610
2018-01-15 15:50:00,1617
2018-01-15 15:51:00,1620
2018-01-15 15:52:00,1625
2018-01-15 15:53:00,1632
2018-01-15 15:54:00,1638
2018-01-15 15:55:00,1644
2018-01-15 15:56:00,1650
2018-01-15 15:57:00,1657
2018-01-15 15:58:00,1661
2018-01-15 15:59:00,1665
2018-01-15 16:00:00,1670
2018-01-15 16:01:00,1674
2018-01-15 16:02:00,1680
2018-01-15 16:03:00,1684
2018-01-15 16:04:00,1689
2018-01-15 16:05:00,1694
2018-01-15 16:06:00,1699
2018-01-15 16:07:00,1705
2018-01-15 16:08:00,1713
2018-01-15 16:09:00,1721
2018-01-15 16:10:00,1727
